Title,Price,Location,Bedrooms,Bathrooms,Property_Type,URL,Toilets,Parking_Space
Luxury 5 Bedroom Detached Duplex with Swimming Pool and BQ,530000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3434545-luxury-5-bedroom-detached-duplex-with-swimming-pool-and-bq,,
Luxury 5 Bedroom Detached Duplex with Swimming Pool and BQ,530000000,"Lekki,  Lagos",5.0,6.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3434545-luxury-5-bedroom-detached-duplex-with-swimming-pool-and-bq,7.0,4.0
Luxury 5 Bedroom Detached Duplex with Swimming Pool and BQ,600000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3460148-luxury-5-bedroom-detached-duplex-with-swimming-pool-and-bq,,
Luxury 5 Bedroom Detached Duplex with Swimming Pool and BQ,600000000,"Lekki,  Lagos",5.0,6.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3460148-luxury-5-bedroom-detached-duplex-with-swimming-pool-and-bq,7.0,4.0
5 Bedroom Detached Duplex with Ensuite Boys Quarter,270000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3460153-5-bedroom-detached-duplex-with-ensuite-boys-quarter,,
5 Bedroom Detached Duplex with Ensuite Boys Quarter,270000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3460153-5-bedroom-detached-duplex-with-ensuite-boys-quarter,6.0,3.0
"Luxury 5 Bedroom Detached Duplex with Swimming Pool, Cinema Gym and BQ",1550000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3460164-luxury-5-bedroom-detached-duplex-with-swimming-pool-cinema-gym-and-bq,,
"Luxury 5 Bedroom Detached Duplex with Swimming Pool, Cinema Gym and BQ",1550000000,"Lekki,  Lagos",5.0,6.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3460164-luxury-5-bedroom-detached-duplex-with-swimming-pool-cinema-gym-and-bq,7.0,5.0
Tastefully Finished 2 Bedroom Apartment with Payment Plan,280000000,"Lekki,  Lagos",,,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/lekki/lekki-phase-1/3462560-tastefully-finished-2-bedroom-apartment-with-payment-plan,,
Charming 5 Bedroom Detached Duplex with Swimming Pool and BQ,350000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/3472465-charming-5-bedroom-detached-duplex-with-swimming-pool-and-bq,,
Charming 5 Bedroom Detached Duplex with Swimming Pool and BQ,350000000,"Lekki,  Lagos",5.0,6.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/3472465-charming-5-bedroom-detached-duplex-with-swimming-pool-and-bq,7.0,4.0
Luxury 2-Bedroom Apartment with Flexible Payment Plan in Awoyaya,87000000,"Lekki Ibeju,  Lagos",,,Semi-detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-bungalows/lagos/lekki-ibeju/awoyaya/3517344-luxury-2-bedroom-apartment-with-flexible-payment-plan-in-awoyaya,,
Luxury 2-Bedroom Apartment with Flexible Payment Plan in Awoyaya,87000000,"Lekki Ibeju,  Lagos",2.0,,Semi-detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-bungalows/lagos/lekki-ibeju/awoyaya/3517344-luxury-2-bedroom-apartment-with-flexible-payment-plan-in-awoyaya,,
Newly Built 6-Bedroom Detached Duplex with BQ,6000000000,"Ikoyi,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/3452098-newly-built-6-bedroom-detached-duplex-with-bq,,
Newly Built 6-Bedroom Detached Duplex with BQ,6000000000,"Ikoyi,  Lagos",6.0,6.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/3452098-newly-built-6-bedroom-detached-duplex-with-bq,7.0,
A Luxurious 3 Bedroom Terraced Duplex,165000000,"Ajah,  Lagos",,,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3517234-a-luxurious-3-bedroom-terraced-duplex,,
A Luxurious 3 Bedroom Terraced Duplex,165000000,"Ajah,  Lagos",3.0,3.0,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3517234-a-luxurious-3-bedroom-terraced-duplex,4.0,
A Block of 2 Nos 3-Bedroom Flats Up and Down,150000000,"Agege,  Lagos",,,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/agege/fagba/3517265-a-block-of-2-nos-3-bedroom-flats-up-and-down,,
A Block of 2 Nos 3-Bedroom Flats Up and Down,150000000,"Agege,  Lagos",3.0,3.0,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/agege/fagba/3517265-a-block-of-2-nos-3-bedroom-flats-up-and-down,3.0,10.0
"Brand New 3-Bedroom Semi Detached Duplex, a Room BQ at About 90% Comp",150000000,"Agege,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/agege/fagba/3517259-brand-new-3-bedroom-semi-detached-duplex-a-room-bq-at-about-90-comp,,
"Brand New 3-Bedroom Semi Detached Duplex, a Room BQ at About 90% Comp",150000000,"Agege,  Lagos",3.0,3.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/agege/fagba/3517259-brand-new-3-bedroom-semi-detached-duplex-a-room-bq-at-about-90-comp,4.0,
Luxury 6 Bedroom Fully Detached Duplex with BQ,520000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-2/3374831-luxury-6-bedroom-fully-detached-duplex-with-bq,,
Luxury 6 Bedroom Fully Detached Duplex with BQ,520000000,"Lekki,  Lagos",6.0,7.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-2/3374831-luxury-6-bedroom-fully-detached-duplex-with-bq,7.0,4.0
Luxury 5 Bedroom Fully Detached Duplex with BQ in a Secured Estate,250000000,"Ajah,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/3517184-luxury-5-bedroom-fully-detached-duplex-with-bq-in-a-secured-estate,,
Luxury 5 Bedroom Fully Detached Duplex with BQ in a Secured Estate,250000000,"Ajah,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/3517184-luxury-5-bedroom-fully-detached-duplex-with-bq-in-a-secured-estate,6.0,
Brand New Self Compound 4 Bedroom Terrace Duplex in a Secured Estate,140000000,"Ajah,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/sangotedo/3517179-brand-new-self-compound-4-bedroom-terrace-duplex-in-a-secured-estate,,
Brand New Self Compound 4 Bedroom Terrace Duplex in a Secured Estate,140000000,"Ajah,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/sangotedo/3517179-brand-new-self-compound-4-bedroom-terrace-duplex-in-a-secured-estate,5.0,
Brand New 2 Bedroom Apartment in a Secured Estate,72000000,"Sangotedo,  Ajah,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/sangotedo/3517171-brand-new-2-bedroom-apartment-in-a-secured-estate,,
Brand New 2 Bedroom Apartment in a Secured Estate,72000000,"Sangotedo,  Ajah,  Lagos",2.0,2.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/sangotedo/3517171-brand-new-2-bedroom-apartment-in-a-secured-estate,3.0,
Brand New 3 Bedroom Fully Detached Duplex on a Secured Estate,150000000,"Ajah,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3517154-brand-new-3-bedroom-fully-detached-duplex-on-a-secured-estate,,
Brand New 3 Bedroom Fully Detached Duplex on a Secured Estate,150000000,"Ajah,  Lagos",3.0,3.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3517154-brand-new-3-bedroom-fully-detached-duplex-on-a-secured-estate,4.0,
Brand New 4 Bedroom Semi Detached Duplex in a Secured Estate,160000000,"Ajah,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3517139-brand-new-4-bedroom-semi-detached-duplex-in-a-secured-estate,,
Brand New 4 Bedroom Semi Detached Duplex in a Secured Estate,160000000,"Ajah,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3517139-brand-new-4-bedroom-semi-detached-duplex-in-a-secured-estate,5.0,
Brand New 3 Bedroom Terrace Duplex with Solar in a Secured Estate,110000000,"Ajah,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3517133-brand-new-3-bedroom-terrace-duplex-with-solar-in-a-secured-estate,,
Brand New 3 Bedroom Terrace Duplex with Solar in a Secured Estate,110000000,"Ajah,  Lagos",3.0,3.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3517133-brand-new-3-bedroom-terrace-duplex-with-solar-in-a-secured-estate,4.0,
Brand New 2 Bedroom Apartment with Pool and Elevator,300000000,"Lekki Phase 1,  Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3517129-brand-new-2-bedroom-apartment-with-pool-and-elevator,,
Brand New 2 Bedroom Apartment with Pool and Elevator,300000000,"Lekki Phase 1,  Lekki,  Lagos",2.0,2.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3517129-brand-new-2-bedroom-apartment-with-pool-and-elevator,3.0,
Luxurious 4 Bedroom Terraced Duplex with Gym in a Secured Estate,550000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3517116-luxurious-4-bedroom-terraced-duplex-with-gym-in-a-secured-estate,,
Luxurious 4 Bedroom Terraced Duplex with Gym in a Secured Estate,550000000,"Lekki,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3517116-luxurious-4-bedroom-terraced-duplex-with-gym-in-a-secured-estate,5.0,
1 (No) 3-Bedroom and 2 (No) 1-Bedroom,75000000,"Ikorodu,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikorodu/3517105-1no-3-bedroom-and-2no-1-bedroom,,
1 (No) 3-Bedroom and 2 (No) 1-Bedroom,75000000,"Ikorodu,  Lagos",5.0,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikorodu/3517105-1no-3-bedroom-and-2no-1-bedroom,,
"Luxury 2 Bedroom Apartment with Gym, Pool and Elevator",280000000,"Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/3517088-luxury-2-bedroom-apartment-with-gym-pool-and-elevator,,
"Luxury 2 Bedroom Apartment with Gym, Pool and Elevator",280000000,"Lekki,  Lagos",2.0,2.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/3517088-luxury-2-bedroom-apartment-with-gym-pool-and-elevator,3.0,
5 Bedroom Fully Detached Duplex,450000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3454038-5-bedroom-fully-detached-duplex,,
5 Bedroom Fully Detached Duplex,450000000,"Lekki,  Lagos",5.0,6.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3454038-5-bedroom-fully-detached-duplex,7.0,3.0
4-Bedroom Semi-Detached Duplex,250000000,"Lekki,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3514553-4-bedroom-semi-detached-duplex,,
4-Bedroom Semi-Detached Duplex,250000000,"Lekki,  Lagos",4.0,5.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3514553-4-bedroom-semi-detached-duplex,6.0,3.0
Premium One Bedroom Apartment with Elevator in a Secured Estate,180000000,"Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/3517080-premium-one-bedroom-apartment-with-elevator-in-a-secured-estate,,
Premium One Bedroom Apartment with Elevator in a Secured Estate,180000000,"Lekki,  Lagos",1.0,1.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/3517080-premium-one-bedroom-apartment-with-elevator-in-a-secured-estate,2.0,
Brand New 4 Bedroom Fully Detached Duplex with BQ in a Secure Estate,320000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3517065-brand-new-4-bedroom-fully-detached-duplex-with-bq-in-a-secure-estate,,
Brand New 4 Bedroom Fully Detached Duplex with BQ in a Secure Estate,320000000,"Lekki,  Lagos",4.0,4.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3517065-brand-new-4-bedroom-fully-detached-duplex-with-bq-in-a-secure-estate,5.0,
Luxury 5 Bedrooms Fully Detached Duplex with BQ,370000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-expressway/3505674-luxury-5-bedrooms-fully-detached-duplex-with-bq,,
Luxury 5 Bedrooms Fully Detached Duplex with BQ,370000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-expressway/3505674-luxury-5-bedrooms-fully-detached-duplex-with-bq,6.0,5.0
3-Bedroom Semi Detached Bungalow (Video Available),50000000,"Lekki Ibeju,  Lagos",,,Semi-detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-bungalows/lagos/lekki-ibeju/oribanwa/3517023-3-bedroom-semi-detached-bungalowvideo-available,,
3-Bedroom Semi Detached Bungalow (Video Available),50000000,"Lekki Ibeju,  Lagos",3.0,3.0,Semi-detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-bungalows/lagos/lekki-ibeju/oribanwa/3517023-3-bedroom-semi-detached-bungalowvideo-available,4.0,5.0
Newly Built 4 Bedrooms Terraced House with 1 Room Boys Quarters,370000000,"Ikeja,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikeja/opebi/3087057-newly-built-4-bedrooms-terraced-house-with-1-room-boys-quarters,,
Newly Built 4 Bedrooms Terraced House with 1 Room Boys Quarters,370000000,"Ikeja,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikeja/opebi/3087057-newly-built-4-bedrooms-terraced-house-with-1-room-boys-quarters,5.0,3.0
"Luxury, 3-Bedroom, Terrace Duplex, Governor's Consent, Sangotedo",120000000,"Ajah,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/sangotedo/3516951-luxury-3-bedroom-terrace-duplex-governors-consent-sangotedo,,
"Luxury, 3-Bedroom, Terrace Duplex, Governor's Consent, Sangotedo",120000000,"Ajah,  Lagos",3.0,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/sangotedo/3516951-luxury-3-bedroom-terrace-duplex-governors-consent-sangotedo,,
Luxury 3-Bedroom Fully Detached Bungalow with BQ and C of O in Ibeju-L,85500000,"Lekki Ibeju,  Lagos",,,Detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/lekki-ibeju/eleko/3516938-luxury-3-bedroom-fully-detached-bungalow-with-bq-and-c-of-o-in-ibeju-l,,
Luxury 3-Bedroom Fully Detached Bungalow with BQ and C of O in Ibeju-L,85500000,"Lekki Ibeju,  Lagos",3.0,,Detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/lekki-ibeju/eleko/3516938-luxury-3-bedroom-fully-detached-bungalow-with-bq-and-c-of-o-in-ibeju-l,,
Newly Built 4 Bedroom Semi-Detached House,320000000,"Yaba,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/yaba/ebute-metta-east/3516918-newly-built-4-bedroom-semi-detached-house,,
Newly Built 4 Bedroom Semi-Detached House,320000000,"Yaba,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/yaba/ebute-metta-east/3516918-newly-built-4-bedroom-semi-detached-house,5.0,2.0
4 Bedroom Terrace Duplex with BQ,230000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3516879-4-bedroom-terrace-duplex-with-bq,,
4 Bedroom Terrace Duplex with BQ,230000000,"Lekki,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3516879-4-bedroom-terrace-duplex-with-bq,5.0,
4 Bedroom Semi Detached Duplex BQ,300000000,"Ikeja,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikeja/oregun/3516827-4-bedroom-semi-detached-duplex-bq,,
4 Bedroom Semi Detached Duplex BQ,300000000,"Ikeja,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikeja/oregun/3516827-4-bedroom-semi-detached-duplex-bq,5.0,2.0
A Block of 4 Numbers of 3 Bedroom Flat on a Standard Plot of Land,150000000,"Kosofe,  Lagos",,,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/kosofe/3516824-a-block-of-4-numbers-of-3-bedroom-flat-on-a-standard-plot-of-land,,
Elegant Newly Built 4 Bedroom Terrace Duplex with BQ in Secure Estate,140000000,"Ajah,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3439744-elegant-newly-built-4-bedroom-terrace-duplex-with-bq-in-secure-estate,,
Elegant Newly Built 4 Bedroom Terrace Duplex with BQ in Secure Estate,140000000,"Ajah,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3439744-elegant-newly-built-4-bedroom-terrace-duplex-with-bq-in-secure-estate,5.0,
Fancy Luxury Fully Furnished 4 Bedroom Terraced Duplex in Secure Estate,200000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikota/3436489-fancy-luxury-fully-furnished-4-bedroom-terraced-duplex-in-secure-estate,,
Fancy Luxury Fully Furnished 4 Bedroom Terraced Duplex in Secure Estate,200000000,"Lekki,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikota/3436489-fancy-luxury-fully-furnished-4-bedroom-terraced-duplex-in-secure-estate,5.0,
Elegant Newly Built 4 Bedroom Semi Detached Duplex + BQ in Estate,215000000,"Lekki,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikota/3436477-elegant-newly-built-4-bedroom-semi-detached-duplex-bq-in-estate,,
Elegant Newly Built 4 Bedroom Semi Detached Duplex + BQ in Estate,215000000,"Lekki,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikota/3436477-elegant-newly-built-4-bedroom-semi-detached-duplex-bq-in-estate,5.0,
Elegant Newly Built 4 Bedroom Terrace Duplex in a Secure Estate,140000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikota/3436130-elegant-newly-built-4-bedroom-terrace-duplex-in-a-secure-estate,,
Elegant Newly Built 4 Bedroom Terrace Duplex in a Secure Estate,140000000,"Lekki,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikota/3436130-elegant-newly-built-4-bedroom-terrace-duplex-in-a-secure-estate,5.0,
Lovely Built 3 Bedroom Apartments / Maisonettes with BQ,225000000,"Yaba,  Lagos",,,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/yaba/3516758-lovely-built-3-bedroom-apartments-maisonettes-with-bq,,
Lovely Built 3 Bedroom Apartments / Maisonettes with BQ,225000000,"Yaba,  Lagos",3.0,3.0,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/yaba/3516758-lovely-built-3-bedroom-apartments-maisonettes-with-bq,4.0,2.0
4-Bedroom Maisonette + BQ -- Old Ikoyi,1500000000,"Old Ikoyi,  Ikoyi,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/old-ikoyi/3379335-4-bedroom-maisonette-bq-old-ikoyi,,
4-Bedroom Maisonette + BQ -- Old Ikoyi,1500000000,"Old Ikoyi,  Ikoyi,  Lagos",4.0,4.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/old-ikoyi/3379335-4-bedroom-maisonette-bq-old-ikoyi,5.0,
3-Bedroom Apartment + BQ,32000000,"Old Ikoyi,  Ikoyi,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/old-ikoyi/3379381-3-bedroom-apartment-bq,,
3-Bedroom Apartment + BQ,32000000,"Old Ikoyi,  Ikoyi,  Lagos",3.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/old-ikoyi/3379381-3-bedroom-apartment-bq,4.0,
2 Bedrooms Apartment + BQ,550000000,"Ikoyi,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3379443-2-bedrooms-apartment-bq,,
2 Bedrooms Apartment + BQ,550000000,"Ikoyi,  Lagos",2.0,2.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3379443-2-bedrooms-apartment-bq,3.0,
3 Bedrooms Apartment + BQ,600000000,"Ikoyi,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3379459-3-bedrooms-apartment-bq,,
3 Bedrooms Apartment + BQ,600000000,"Ikoyi,  Lagos",3.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3379459-3-bedrooms-apartment-bq,4.0,
5-Bedroom Detached Duplex,4000000000,"Ikoyi,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/3381150-5-bedroom-detached-duplex,,
5-Bedroom Detached Duplex,4000000000,"Ikoyi,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/3381150-5-bedroom-detached-duplex,6.0,
4-Bedroom Apartment,600000000,"Old Ikoyi,  Ikoyi,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/old-ikoyi/3381553-4-bedroom-apartment,,
4-Bedroom Apartment,600000000,"Old Ikoyi,  Ikoyi,  Lagos",4.0,4.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/old-ikoyi/3381553-4-bedroom-apartment,5.0,
5 Bedrooms Semi-Detached House,1300000000,"Ikoyi,  Lagos",,,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ikoyi/3381929-5-bedrooms-semi-detached-house,,
5 Bedrooms Semi-Detached House,1300000000,"Ikoyi,  Lagos",5.0,5.0,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ikoyi/3381929-5-bedrooms-semi-detached-house,6.0,
3-Bedroom Apartment with BQ,20000000,"Ikoyi,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3395100-3-bedroom-apartment-with-bq,,
3-Bedroom Apartment with BQ,20000000,"Ikoyi,  Lagos",3.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3395100-3-bedroom-apartment-with-bq,4.0,
Standard Ensuit 2 Bedroom Apartment with Pool/ Gym/ Playground,90000000,"Ikota,  Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikota/3516728-standard-ensuit-2-bedroom-apartment-with-pool-gym-playground,,
Standard Ensuit 2 Bedroom Apartment with Pool/ Gym/ Playground,90000000,"Ikota,  Lekki,  Lagos",2.0,2.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikota/3516728-standard-ensuit-2-bedroom-apartment-with-pool-gym-playground,3.0,
6-Bedroom Penthouse + Private Pool,3000000000,"Ikoyi,  Lagos",,,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ikoyi/3395289-6-bedroom-penthouse-private-pool,,
6-Bedroom Penthouse + Private Pool,3000000000,"Ikoyi,  Lagos",6.0,6.0,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ikoyi/3395289-6-bedroom-penthouse-private-pool,7.0,
4 Bedrooms Terrace,950000000,"Ikoyi,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikoyi/3395343-4-bedrooms-terrace,,
4 Bedrooms Terrace,950000000,"Ikoyi,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikoyi/3395343-4-bedrooms-terrace,5.0,
3 Bedroom Terraced Duplex + BQ,1100000000,"Ikoyi,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikoyi/3398080-3-bedroom-terraced-duplex-bq,,
