Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL
"Sharp & Affordable 2 Bedroom Apartment, Upstairs & Downstairs Available","Lamgbasa, Ajah, Lagos","₦ 2,000,000 per annum",2 Bedrooms,2 Bathrooms,2 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3299368-sharp-affordable-2-bedroom-apartment-upstairs-downstairs-available
Polished 4 Bedroom Duplex With Gym,"Ilaje, Ajah, Lagos","₦ 7,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for rent,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury 4 Bedroom,"Ajah, Lagos","₦ 15,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/3299195-luxury-4-bedroom
4 Bedroom Terrace Duplex,"Diamond Estate Shoprite, Sangotedo, Ajah, Lagos","₦ 7,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/sangotedo/3299171-4-bedroom-terrace-duplex
Massive 4 Bedroom Duplex Apartment,"General Paint Romax Estate, Ajah, Lagos","₦ 6,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3299119-massive-4-bedroom-duplex-apartment
Brand New 1 Bedroom Luxury Apartment,"Badore Road, Ajah, Lagos","₦ 2,200,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/3299058-brand-new-1-bedroom-luxury-apartment
Newly Built 4 Bedroom Terrace Duplex,"Romax 12a, General Paint, Ajah, Lagos","₦ 6,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3298889-newly-built-4-bedroom-terrace-duplex
Newly Built 2 Bedroom Flat,"Greenville Estate, Badore, Ajah, Lagos","₦ 1,800,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3298721-newly-built-2-bedroom-flat
Very Clean Numbers Duplex,"Orchid, Lekki, Lagos","₦ 8,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/3298584-very-clean-numbers-duplex
"Luxury 3-bedroom Apartment With Pool, Gym And Elevator","Lekki Right, Lekki Phase 1, Lekki, Lagos","₦ 25,000,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3298581-luxury-3-bedroom-apartment-with-pool-gym-and-elevator
Upstairs Spacious 2 Bedroom Flat,"Palmvilla, Ajah, Lagos","₦ 2,000,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3142202-upstairs-spacious-2-bedroom-flat
Smart Spacious Conducive 2 Bedrooms Apartment Upstairs.,"In 24/7 Power Supply Estate At Abraham Adesanya Axis, Ajah, Lagos., Ajah, Lagos","₦ 4,500,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3298441-smart-spacious-conducive-2-bedrooms-apartment-upstairs
2 Bedroom Apartment,"Scheme 2, Ajah, Lagos","₦ 4,500,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3298439-2-bedroom-apartment
Brand Newly Built Serviced 3 Bedrooms Terraced Duplex In An Estate,"General Paint, Abraham Adesanya, Ajah, Lagos","₦ 5,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3298370-brand-newly-built-serviced-3-bedrooms-terraced-duplex-in-an-estate
Fully Furnished 4 Bedroom Semi Detached Duplex With Inverter Light,"Atlantic Estate, Ajah, Lagos","₦ 7,500,000 per annum",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3298357-fully-furnished-4-bedroom-semi-detached-duplex-with-inverter-light
2 Bedroom Apartment,"Ogombo, Ajah, Lagos","₦ 4,500,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ogombo/3298352-2-bedroom-apartment
Brand New 3 Bedroom Terrace Duplex + Swimming Pool,"Abraham Adesanya, Ajah, Lagos","₦ 5,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3298332-brand-new-3-bedroom-terrace-duplex-swimming-pool
Now Available,"Off Mobil Road, Ilaje, Ajah, Lagos","₦ 3,000,000 per annum",3 Bedrooms,3 Bathrooms,3 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ilaje-ajah/3298225-now-available
A Mini Flat,"Lamgbasa, Ajah, Lagos","₦ 1,200,000 per annum",1 Bedroom,1 Bathroom,1 Toilet,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/3298215-a-mini-flat
An Adorable Two Bedroom Apartment,"Lamgbasa, Ajah, Lagos","₦ 1,700,000 per annum",2 Bedrooms,2 Bathrooms,2 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3298212-an-adorable-two-bedroom-apartment
Newly Built And Spacious 2 Bedroom Duplex With A Bq (self Compound),"Lamgbasa, Ajah, Lagos","₦ 4,000,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3298205-newly-built-and-spacious-2-bedroom-duplex-with-a-bq-self-compound
Brand New And Serviced 3 Bedroom Apartments,"Badore, Ajah, Lagos","₦ 5,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3297953-brand-new-and-serviced-3-bedroom-apartments
3  Bedroom Newly Built Luxurious Flat,"Badore, Ajah, Lagos","₦ 5,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3297899-3-bedroom-newly-built-luxurious-flat
Brand New Luxury 4bedroom Semidetached Duplex With Bq Secured Estate,"56 Peace Court Estate Just After Lbs Ajah Lekki, Ajah, Lagos","₦ 8,000,000 per annum",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3297814-brand-new-luxury-4bedroom-semidetached-duplex-with-bq-secured-estate
3 Bedroom Bungalow(video Available),"Monastery Road, Sangotedo, Ajah, Lagos","₦ 3,500,000 per annum",3 Bedrooms,,,3 bedroom detached bungalow for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-bungalows/lagos/ajah/sangotedo/3285344-3-bedroom-bungalowvideo-available
Brand New And Exotic For All Purposes Plus A B Q,"Sangotedo, Ajah, Lagos","₦ 10,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/sangotedo/3296989-brand-new-and-exotic-for-all-purposes-plus-a-b-q
Fine New 2 Bedroom Flat Upstairs Paint House,"Royal Palm Will Estate, Badore, Ajah, Lagos","₦ 3,000,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3297009-fine-new-2-bedroom-flat-upstairs-paint-house
Newly Renovated 3 Bedroom Flat Upstairs,"Royal Palmwill Estate, Badore, Ajah, Lagos","₦ 3,300,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3297000-newly-renovated-3-bedroom-flat-upstairs
Brand New Elegant 4 Bedroom Semi Detached Duplex With A B Q,"Sangotedo, Ajah, Lagos","₦ 8,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/sangotedo/3296990-brand-new-elegant-4-bedroom-semi-detached-duplex-with-a-b-q
Brand New Spacious Room Self Contained,"Sangotedo, Ajah, Lagos","₦ 900,000 per annum",1 Bathroom,1 Toilet,5 Parking Spaces,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/sangotedo/3296936-brand-new-spacious-room-self-contained
Sharp One Bedroom Flat,"There Peace Estate, Sangotedo, Ajah, Lagos","₦ 2,500,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/sangotedo/3296913-sharp-one-bedroom-flat
Brand New Mini Flat,"Okeira, Ado, Ajah, Lagos","₦ 2,000,000 per annum",,,,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/ado/3296863-brand-new-mini-flat
Luxury And Excellent Miniflat,"Sangotedo, Ajah, Lagos","₦ 2,200,000 per annum",1 Bedroom,,,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/sangotedo/3296842-luxury-and-excellent-miniflat
Spacious And Sharp 3 Bedroom Flat,"Okun-Ajah, Ajah, Lagos","₦ 2,500,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/okun-ajah/3296816-spacious-and-sharp-3-bedroom-flat
"Elegant, Fully Furnished With A B Q And Pool","Divine Home Estate, Ajah, Lagos","₦ 15,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/3296635-elegant-fully-furnished-with-a-b-q-and-pool
Clean Self Contain Available Big Space,"Behind Blenco, Sangotedo, Ajah, Lagos","₦ 900,000 per annum",1 Bathroom,1 Toilet,1 Parking Space,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/sangotedo/3296625-clean-self-contain-available-big-space
Serviced Room Shared Apartment,"Abraham Adesanya Estate, Ajah, Lagos","₦ 1,500,000 per annum",1 Bathroom,1 Toilet,1 Parking Space,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/3296578-serviced-room-shared-apartment
Brand New 3 Bedroom Flat,"Badore, Ajah, Lagos","₦ 5,000,000 per annum",3 Bedrooms,,,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3296445-brand-new-3-bedroom-flat
Newly Buildt Spacious Luxury 2 Bedroom Flat With Excellent Features,"Victor Nwanaforo, Ilaje, Ajah, Lagos","₦ 4,000,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ilaje-ajah/3274023-newly-buildt-spacious-luxury-2-bedroom-flat-with-excellent-features
Spacious Luxury Self Contain With Excellent Features,"Alasela Estate Rd, Ogombo, Ajah, Lagos","₦ 1,100,000 per annum",1 Bathroom,1 Toilet,1 Parking Space,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/ogombo/3283352-spacious-luxury-self-contain-with-excellent-features
Spacious Luxury 2 Bedroom Flat With Excellent Features,"Ogombo, Ajah, Lagos","₦ 2,500,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ogombo/3294649-spacious-luxury-2-bedroom-flat-with-excellent-features
Luxury Built One Bedroom Apartment,"Sangotedo, Ajah, Lagos","₦ 2,500,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/sangotedo/3296296-luxury-built-one-bedroom-apartment
Luxury And Spacious 3 Bedroom Flat With Modern Touch,"Badore Road, Badore, Ajah, Lagos","₦ 5,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3296241-luxury-and-spacious-3-bedroom-flat-with-modern-touch
Luxurious Furnished 4 Bedroom Detached Duplex Plus Bq,"Divine Home Estate By Thomas Estate, Ajah, Lagos","₦ 15,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/3296214-luxurious-furnished-4-bedroom-detached-duplex-plus-bq
A Furnished 5 Bedroom Detached House,"Emerald Estate, Ajah, Lagos","₦ 12,000,000 per annum",5 Bedrooms,5 Bathrooms,5 Toilets,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/3296017-a-furnished-5-bedroom-detached-house
Brand New Luxury 3 Bedroom Duplex With Room Bq,"Goodnews Estate, Sangotedo, Ajah, Lagos","₦ 6,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/sangotedo/3133046-brand-new-luxury-3-bedroom-duplex-with-room-bq
Smart Spacious Conducive 3 Bedroom Apartment,"Abraham Adesanya, Ogombo, Ajah, Lagos","₦ 3,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ogombo/3248954-smart-spacious-conducive-3-bedroom-apartment
"Brand New Luxury 4 Bedroom Duplex With 24 Hours Light, Secured Estate","23 Western Garden Estate Close To Abraham Adesanya, Ajah, Lagos","₦ 6,000,000 per annum",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3295871-brand-new-luxury-4-bedroom-duplex-with-24-hours-light-secured-estate
Brand New 5 Bedroom Fully Detached With Premium Finishing,"Ajiwe, Ajah, Lagos","₦ 15,000,000 per annum",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/ajiwe/3295712-brand-new-5-bedroom-fully-detached-with-premium-finishing
Tastefully Finished 1 Bedroom Apartment,"Novojo Estate, Sangotedo, Ajah, Lagos","₦ 4,000,000 per annum",1 Bedroom,1 Bathroom,1 Toilet,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Nicely Finished 3 Bedroom Apartment,"Opposite Vgc, Lekki, Lagos","₦ 5,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/3294495-nicely-finished-3-bedroom-apartment
Mini Estate Comprising Of 6 Units Of 4 Bedroom Duplex With Bq,"Abraham Adesanya Road, Ajah, Lagos","₦ 10,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3272339-mini-estate-comprising-of-6-units-of-4-bedroom-duplex-with-bq
Lovely 3 Bedroom Detached House,"Off Mobil Road, Ilaje, Ajah, Lagos","₦ 4,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/ilaje-ajah/3294856-lovely-3-bedroom-detached-house
Brand New 2 Bedroom Flat,"Badore, Ajah, Lagos","₦ 3,300,000 per annum",2 Bedrooms,,,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3295547-brand-new-2-bedroom-flat
Spacious 4 Bedroom Terence Duplex To In A Secured Estate,"Shoprite Monastery Road, Sangotedo, Ajah, Lagos","₦ 6,000,000 per annum",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/sangotedo/3295531-spacious-4-bedroom-terence-duplex-to-in-a-secured-estate
Newly Built 1 Bedroom Flat With Excellent Facilities,"Sangotedo, Ajah, Lagos","₦ 2,500,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/sangotedo/3295388-newly-built-1-bedroom-flat-with-excellent-facilities
Luxury 2 Bedroom Flat,"Badore, Ajah, Lagos","₦ 2,300,000 per annum",2 Bedrooms,,2 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3295179-luxury-2-bedroom-flat
Furnished 3 Bedroom & Bq Semi Detached Duplex,"Atican Beachview Estate, Beside Coastal Road, Ajah, Lagos","₦ 1,500,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3295082-furnished-3-bedroom-bq-semi-detached-duplex
Luxury And Excellent 5 Bedrooms Detached Duplex,"Monastery Road, Sangotedo, Ajah, Lagos","₦ 10,000,000 per annum",5 Bedrooms,6 Bathrooms,6 Toilets,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/sangotedo/3295062-luxury-and-excellent-5-bedrooms-detached-duplex
4 Bedroom Terrace Duplex,"Okun Ajah, Ajah, Lagos","₦ 3,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3294973-4-bedroom-terrace-duplex
Spacious Luxury 4 Bedroom Terrace Duplex With Excellent Features,"Monastery Rd, Sangotedo, Ajah, Lagos","₦ 6,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/sangotedo/3294890-spacious-luxury-4-bedroom-terrace-duplex-with-excellent-features
Well Located & Spacious 3 Bedroom Apartment,"Eleganza Garden, Lekki, Lagos","₦ 5,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/3294826-well-located-spacious-3-bedroom-apartment
Executive 2 Bedrooms Luxury Apartment,"Royal Palmwill Estate, Ajah, Lagos","₦ 2,500,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3294523-executive-2-bedrooms-luxury-apartment
Brand New 2 Bedroom Flat,"Okun Ajah, Ajah, Lagos","₦ 1,500,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3294324-brand-new-2-bedroom-flat
Highly Functional And Well Located 4 Bedroom Semi-detached House,"Ikota Villa Estate, Ikota, Lekki, Lagos","₦ 7,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikota/3294150-highly-functional-and-well-located-4-bedroom-semi-detached-house
Spacious 4 Bedrooms Semi Detached Duplex With Bq,"Ikota, Lekki, Lagos","₦ 10,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikota/3293844-spacious-4-bedrooms-semi-detached-duplex-with-bq
Clean 3bedroom Terrace Duplex,"By Blenco Supermarket, Sangotedo, Ajah, Lagos","₦ 4,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/sangotedo/3293767-clean-3bedroom-terrace-duplex
Brand New Luxury 4bedroom Duplex With 24hours Light Secured Estate,"23 Green Court Estate Close To Abraham Adesanya, Ajah, Lagos","₦ 7,000,000 per annum",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3293692-brand-new-luxury-4bedroom-duplex-with-24hours-light-secured-estate
4 Bedroom Semi Detached Duplex,"Lekki Scheme 2, Ajah, Lagos","₦ 8,000,000 per annum",4 Bedrooms,3 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3293666-4-bedroom-semi-detached-duplex
